kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,tanggal,amount
"427551","032","03212","425911","0000000","0000","000","0","0","0","00000000","0000","2",12/02/2024,3
"403832","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",02/02/2024,1598400
"634146","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",09/02/2024,3000000
"238010","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",24/01/2024,2157000
"239260","032","03212","425621","0000000","0000","000","0","D","0","00000001","0000","2",16/01/2024,325000
"427573","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/01/2024,878227
"652009","032","03212","425911","0000000","0000","000","0","D","0","00000001","0000","2",11/01/2024,946401
"403832","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",17/01/2024,4975000
"403824","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/02/2024,71280
"403829","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",12/01/2024,5316000
"403837","032","03212","425412","0000000","0000","000","0","D","0","00000001","0000","2",05/02/2024,1700000
"238741","032","03212","425911","0000000","0000","000","0","0","0","00000000","0000","2",24/01/2024,87
"403827","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/01/2024,1789340
"403828","032","03212","425911","03212DL","2375","QDD","2","D","0","00000001","0000","2",11/01/2024,10965416
"403828","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",29/01/2024,31000000
"427511","032","03212","425412","0000000","0000","000","0","D","0","00000001","0000","2",01/02/2024,7875000
"239260","032","03212","425621","0000000","0000","000","0","D","0","00000001","0000","2",18/01/2024,125000
"238010","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",05/01/2024,1355000
"403823","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/01/2024,325213
"634146","032","03212","425412","0000000","0000","000","0","D","0","00000001","0000","2",15/02/2024,2600000
"403837","032","03212","425412","0000000","0000","000","0","D","0","00000001","0000","2",11/02/2024,1300000
"427511","032","03212","425911","0000000","0000","000","0","D","0","00000001","0000","2",09/01/2024,11531440
"239260","032","03212","425621","0000000","0000","000","0","D","0","00000001","0000","2",04/02/2024,100000
"239260","032","03212","425621","0000000","0000","000","0","D","0","00000001","0000","2",29/01/2024,45000
"403830","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",31/01/2024,115000
